Index,Name,R DMX,G DMX,B DMX,W DMX,A DMX,sR,sG,sB,Brightness,Brightness Name,Color Group,Category,Temperature
326,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=85 (Dim),85,85,0,255,85,255,244,127,255,Full,orange,warm,warm
327,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=170 (Mid),85,85,0,255,170,255,255,127,255,Full,yellow,warm,warm
328,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=255 (Full),85,85,0,255,255,255,255,127,255,Full,yellow,warm,warm
337,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),85,85,85,170,0,170,170,170,170,Mid,white,neutral,neutral
338,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),85,85,85,170,85,212,201,170,170,Mid,magenta,cool,neutral
339,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),85,85,85,170,170,255,233,170,255,Full,red,warm,warm
340,R=85 (Dim) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),85,85,85,170,255,255,255,170,255,Full,yellow,warm,warm
349,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),85,85,170,85,0,127,127,212,170,Mid,blue,cool,cool
350,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),85,85,170,85,85,170,159,212,170,Mid,cyan,cool,neutral
351,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),85,85,170,85,170,212,191,212,170,Mid,white,neutral,neutral
352,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),85,85,170,85,255,255,223,212,255,Full,pastel magenta,cool,neutral
353,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),85,85,170,170,0,170,170,255,170,Mid,blue,cool,cool
354,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),85,85,170,170,85,212,201,255,170,Mid,pastel cyan,cool,neutral
355,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),85,85,170,170,170,255,233,255,255,Full,white,neutral,neutral
356,R=85 (Dim) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),85,85,170,170,255,255,255,255,255,Full,white,neutral,neutral
365,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=0 (Off),85,85,255,85,0,127,127,255,170,Mid,blue,cool,cool
366,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),85,85,255,85,85,170,159,255,170,Mid,blue,cool,cool
367,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),85,85,255,85,170,212,191,255,170,Mid,pastel cyan,cool,neutral
368,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=255 (Full),85,85,255,85,255,255,223,255,255,Full,pastel magenta,cool,neutral
369,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=0 (Off),85,85,255,170,0,170,170,255,170,Mid,blue,cool,cool
370,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),85,85,255,170,85,212,201,255,170,Mid,pastel cyan,cool,neutral
371,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),85,85,255,170,170,255,233,255,255,Full,white,neutral,neutral
372,R=85 (Dim) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=255 (Full),85,85,255,170,255,255,255,255,255,Full,white,neutral,neutral
381,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=0 (Off),85,170,0,85,0,127,212,42,170,Mid,yellow-green,warm,very-warm
382,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),85,170,0,85,85,170,244,42,170,Mid,yellow-green,warm,very-warm
383,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),85,170,0,85,170,212,255,42,255,Full,yellow-green,warm,very-warm
384,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=255 (Full),85,170,0,85,255,255,255,42,255,Full,yellow,warm,very-warm
385,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=0 (Off),85,170,0,170,0,170,255,85,170,Mid,yellow-green,warm,warm
386,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),85,170,0,170,85,212,255,85,255,Full,yellow-green,warm,warm
387,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),85,170,0,170,170,255,255,85,255,Full,yellow,warm,warm
388,R=85 (Dim) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=255 (Full),85,170,0,170,255,255,255,85,255,Full,yellow,warm,warm
393,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=0 (Off),85,170,85,0,0,85,170,85,170,Mid,green,cool,cool
394,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),85,170,85,0,85,127,201,85,170,Mid,green,cool,cool
395,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),85,170,85,0,170,170,233,85,170,Mid,yellow-green,warm,warm
396,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=255 (Full),85,170,85,0,255,212,255,85,255,Full,yellow-green,warm,warm
397,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),85,170,85,85,0,127,212,127,170,Mid,green,cool,cool
398,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),85,170,85,85,85,170,244,127,170,Mid,green,cool,neutral
399,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),85,170,85,85,170,212,255,127,255,Full,yellow-green,warm,warm
400,R=85 (Dim) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),85,170,85,85,255,255,255,127,255,Full,yellow,warm,warm
409,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=0 (Off),85,170,170,0,0,85,170,170,170,Mid,cyan,cool,cool
410,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),85,170,170,0,85,127,201,170,170,Mid,teal,cool,neutral
411,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),85,170,170,0,170,170,233,170,170,Mid,teal,cool,neutral
412,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=0 (Off) + A=255 (Full),85,170,170,0,255,212,255,170,255,Full,green,cool,neutral
413,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),85,170,170,85,0,127,212,212,170,Mid,cyan,cool,cool
414,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),85,170,170,85,85,170,244,212,255,Full,teal,cool,neutral
415,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),85,170,170,85,170,212,255,212,255,Full,pastel teal,cool,neutral
416,R=85 (Dim) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),85,170,170,85,255,255,255,212,255,Full,pastel yellow,warm,neutral
425,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=0 (Off),85,170,255,0,0,85,170,255,170,Mid,blue,cool,cool
426,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=85 (Dim),85,170,255,0,85,127,201,255,170,Mid,cyan,cool,cool
427,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=170 (Mid),85,170,255,0,170,170,233,255,255,Full,cyan,cool,cool
428,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=255 (Full),85,170,255,0,255,212,255,255,255,Full,pastel cyan,cool,neutral
429,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=0 (Off),85,170,255,85,0,127,212,255,170,Mid,cyan,cool,cool
430,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),85,170,255,85,85,170,244,255,255,Full,cyan,cool,cool
431,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),85,170,255,85,170,212,255,255,255,Full,pastel cyan,cool,neutral
432,R=85 (Dim) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=255 (Full),85,170,255,85,255,255,255,255,255,Full,white,neutral,neutral
441,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=0 (Off),85,255,0,0,0,85,255,0,170,Mid,yellow-green,warm,very-warm
442,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=85 (Dim),85,255,0,0,85,127,255,0,170,Mid,yellow-green,warm,very-warm
443,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=170 (Mid),85,255,0,0,170,170,255,0,170,Mid,yellow-green,warm,very-warm
444,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=255 (Full),85,255,0,0,255,212,255,0,255,Full,yellow-green,warm,very-warm
445,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=0 (Off),85,255,0,85,0,127,255,42,170,Mid,yellow-green,warm,very-warm
446,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),85,255,0,85,85,170,255,42,170,Mid,yellow-green,warm,very-warm
447,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),85,255,0,85,170,212,255,42,255,Full,yellow-green,warm,very-warm
448,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=255 (Full),85,255,0,85,255,255,255,42,255,Full,yellow,warm,very-warm
449,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=0 (Off),85,255,0,170,0,170,255,85,170,Mid,yellow-green,warm,warm
450,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),85,255,0,170,85,212,255,85,255,Full,yellow-green,warm,warm
451,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),85,255,0,170,170,255,255,85,255,Full,yellow,warm,warm
452,R=85 (Dim) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=255 (Full),85,255,0,170,255,255,255,85,255,Full,yellow,warm,warm
457,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=0 (Off),85,255,85,0,0,85,255,85,170,Mid,green,cool,cool
458,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),85,255,85,0,85,127,255,85,170,Mid,green,cool,cool
459,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),85,255,85,0,170,170,255,85,170,Mid,yellow-green,warm,warm
460,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=255 (Full),85,255,85,0,255,212,255,85,255,Full,yellow-green,warm,warm
461,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),85,255,85,85,0,127,255,127,170,Mid,green,cool,cool
462,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),85,255,85,85,85,170,255,127,255,Full,green,cool,neutral
463,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),85,255,85,85,170,212,255,127,255,Full,yellow-green,warm,warm
464,R=85 (Dim) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),85,255,85,85,255,255,255,127,255,Full,yellow,warm,warm
473,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=0 (Off),85,255,170,0,0,85,255,170,170,Mid,green,cool,cool
474,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),85,255,170,0,85,127,255,170,170,Mid,green,cool,neutral
475,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),85,255,170,0,170,170,255,170,255,Full,green,cool,neutral
476,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=255 (Full),85,255,170,0,255,212,255,170,255,Full,green,cool,neutral
477,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),85,255,170,85,0,127,255,212,170,Mid,teal,cool,cool
478,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),85,255,170,85,85,170,255,212,255,Full,teal,cool,neutral
479,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),85,255,170,85,170,212,255,212,255,Full,pastel teal,cool,neutral
480,R=85 (Dim) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),85,255,170,85,255,255,255,212,255,Full,pastel yellow,warm,neutral
489,R=85 (Dim) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=0 (Off),85,255,255,0,0,85,255,255,170,Mid,cyan,cool,cool
490,R=85 (Dim) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=85 (Dim),85,255,255,0,85,127,255,255,255,Full,cyan,cool,cool
491,R=85 (Dim) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=170 (Mid),85,255,255,0,170,170,255,255,255,Full,cyan,cool,cool
492,R=85 (Dim) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=255 (Full),85,255,255,0,255,212,255,255,255,Full,pastel cyan,cool,neutral
513,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=0 (Off),170,0,0,170,0,255,85,85,170,Mid,red,warm,warm
514,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),170,0,0,170,85,255,116,85,170,Mid,red,warm,warm
515,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),170,0,0,170,170,255,148,85,170,Mid,red-orange,warm,warm
516,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=170 (Mid) + A=255 (Full),170,0,0,170,255,255,180,85,170,Mid,orange,warm,warm
517,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=0 (Off),170,0,0,255,0,255,127,127,170,Mid,red,warm,warm
518,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=85 (Dim),170,0,0,255,85,255,159,127,170,Mid,red,warm,warm
519,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=170 (Mid),170,0,0,255,170,255,191,127,170,Mid,orange,warm,warm
520,R=170 (Mid) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=255 (Full),170,0,0,255,255,255,223,127,255,Full,orange,warm,warm
529,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),170,0,85,170,0,255,85,170,170,Mid,red,warm,warm
530,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),170,0,85,170,85,255,116,170,170,Mid,red,warm,warm
531,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),170,0,85,170,170,255,148,170,170,Mid,red,warm,warm
532,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),170,0,85,170,255,255,180,170,170,Mid,red,warm,warm
533,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=0 (Off),170,0,85,255,0,255,127,212,170,Mid,magenta,cool,neutral
534,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),170,0,85,255,85,255,159,212,170,Mid,magenta,cool,neutral
535,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),170,0,85,255,170,255,191,212,255,Full,pastel magenta,cool,neutral
536,R=170 (Mid) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=255 (Full),170,0,85,255,255,255,223,212,255,Full,pastel magenta,cool,neutral
545,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),170,0,170,170,0,255,85,255,170,Mid,magenta,cool,neutral
546,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),170,0,170,170,85,255,116,255,170,Mid,magenta,cool,neutral
547,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),170,0,170,170,170,255,148,255,170,Mid,magenta,cool,neutral
548,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),170,0,170,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
549,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=0 (Off),170,0,170,255,0,255,127,255,170,Mid,magenta,cool,neutral
550,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),170,0,170,255,85,255,159,255,170,Mid,magenta,cool,neutral
551,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),170,0,170,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
552,R=170 (Mid) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=255 (Full),170,0,170,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
561,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=0 (Off),170,0,255,170,0,255,85,255,170,Mid,magenta,cool,neutral
562,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),170,0,255,170,85,255,116,255,170,Mid,magenta,cool,neutral
563,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),170,0,255,170,170,255,148,255,170,Mid,magenta,cool,neutral
564,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=255 (Full),170,0,255,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
565,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=0 (Off),170,0,255,255,0,255,127,255,170,Mid,magenta,cool,neutral
566,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=85 (Dim),170,0,255,255,85,255,159,255,170,Mid,magenta,cool,neutral
567,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=170 (Mid),170,0,255,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
568,R=170 (Mid) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=255 (Full),170,0,255,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
573,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=0 (Off),170,85,0,85,0,212,127,42,170,Mid,red-orange,warm,very-warm
574,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),170,85,0,85,85,255,159,42,170,Mid,red-orange,warm,very-warm
575,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),170,85,0,85,170,255,191,42,170,Mid,orange,warm,very-warm
576,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=85 (Dim) + A=255 (Full),170,85,0,85,255,255,223,42,170,Mid,orange,warm,very-warm
577,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=0 (Off),170,85,0,170,0,255,170,85,170,Mid,red-orange,warm,warm
578,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),170,85,0,170,85,255,201,85,170,Mid,orange,warm,warm
579,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),170,85,0,170,170,255,233,85,255,Full,orange,warm,warm
580,R=170 (Mid) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=255 (Full),170,85,0,170,255,255,255,85,255,Full,yellow,warm,warm
589,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),170,85,85,85,0,212,127,127,170,Mid,red,warm,warm
590,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),170,85,85,85,85,255,159,127,170,Mid,red,warm,warm
591,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),170,85,85,85,170,255,191,127,170,Mid,orange,warm,warm
592,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),170,85,85,85,255,255,223,127,255,Full,orange,warm,warm
593,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),170,85,85,170,0,255,170,170,170,Mid,red,warm,warm
594,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),170,85,85,170,85,255,201,170,255,Full,red,warm,warm
595,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),170,85,85,170,170,255,233,170,255,Full,red,warm,warm
596,R=170 (Mid) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),170,85,85,170,255,255,255,170,255,Full,yellow,warm,warm
605,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),170,85,170,85,0,212,127,212,170,Mid,magenta,cool,neutral
606,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),170,85,170,85,85,255,159,212,170,Mid,magenta,cool,neutral
607,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),170,85,170,85,170,255,191,212,255,Full,pastel magenta,cool,neutral
608,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),170,85,170,85,255,255,223,212,255,Full,pastel magenta,cool,neutral
609,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),170,85,170,170,0,255,170,255,170,Mid,magenta,cool,neutral
610,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),170,85,170,170,85,255,201,255,255,Full,pastel magenta,cool,neutral
611,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),170,85,170,170,170,255,233,255,255,Full,white,neutral,neutral
612,R=170 (Mid) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),170,85,170,170,255,255,255,255,255,Full,white,neutral,neutral
617,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=0 (Off),170,85,255,0,0,170,85,255,170,Mid,purple,cool,cool
618,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=85 (Dim),170,85,255,0,85,212,116,255,170,Mid,purple,cool,neutral
619,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=170 (Mid),170,85,255,0,170,255,148,255,170,Mid,magenta,cool,neutral
620,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=0 (Off) + A=255 (Full),170,85,255,0,255,255,180,255,170,Mid,pastel magenta,cool,neutral
621,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=0 (Off),170,85,255,85,0,212,127,255,170,Mid,purple,cool,neutral
622,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),170,85,255,85,85,255,159,255,170,Mid,magenta,cool,neutral
623,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),170,85,255,85,170,255,191,255,255,Full,pastel magenta,cool,neutral
624,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=85 (Dim) + A=255 (Full),170,85,255,85,255,255,223,255,255,Full,pastel magenta,cool,neutral
625,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=0 (Off),170,85,255,170,0,255,170,255,170,Mid,magenta,cool,neutral
626,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),170,85,255,170,85,255,201,255,255,Full,pastel magenta,cool,neutral
627,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),170,85,255,170,170,255,233,255,255,Full,white,neutral,neutral
628,R=170 (Mid) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=255 (Full),170,85,255,170,255,255,255,255,255,Full,white,neutral,neutral
633,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=0 (Off),170,170,0,0,0,170,170,0,170,Mid,yellow,warm,very-warm
634,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=85 (Dim),170,170,0,0,85,212,201,0,170,Mid,orange,warm,very-warm
635,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=170 (Mid),170,170,0,0,170,255,233,0,255,Full,orange,warm,very-warm
636,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=0 (Off) + A=255 (Full),170,170,0,0,255,255,255,0,255,Full,yellow,warm,very-warm
637,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=0 (Off),170,170,0,85,0,212,212,42,170,Mid,yellow,warm,very-warm
638,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),170,170,0,85,85,255,244,42,255,Full,orange,warm,very-warm
639,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),170,170,0,85,170,255,255,42,255,Full,yellow,warm,very-warm
640,R=170 (Mid) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=255 (Full),170,170,0,85,255,255,255,42,255,Full,yellow,warm,very-warm
649,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=0 (Off),170,170,85,0,0,170,170,85,170,Mid,yellow,warm,warm
650,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),170,170,85,0,85,212,201,85,170,Mid,orange,warm,warm
651,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),170,170,85,0,170,255,233,85,255,Full,orange,warm,warm
652,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=0 (Off) + A=255 (Full),170,170,85,0,255,255,255,85,255,Full,yellow,warm,warm
653,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),170,170,85,85,0,212,212,127,170,Mid,yellow,warm,warm
654,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),170,170,85,85,85,255,244,127,255,Full,orange,warm,warm
655,R=170 (Mid) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),170,170,85,85,170,255,255,127,255,Full,yellow,warm,warm
