Index,Name,R DMX,G DMX,B DMX,W DMX,A DMX,sR,sG,sB,Brightness,Brightness Name,Color Group,Category,Temperature
25,R=0 (Off) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=0 (Off),0,0,85,255,0,127,127,212,170,Mid,blue,cool,cool
26,R=0 (Off) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),0,0,85,255,85,170,159,212,170,Mid,cyan,cool,neutral
27,R=0 (Off) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),0,0,85,255,170,212,191,212,170,Mid,white,neutral,neutral
28,R=0 (Off) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=255 (Full),0,0,85,255,255,255,223,212,255,Full,pastel magenta,cool,neutral
40,R=0 (Off) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=0 (Off),0,0,170,255,0,127,127,255,170,Mid,blue,cool,cool
41,R=0 (Off) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),0,0,170,255,85,170,159,255,170,Mid,blue,cool,cool
42,R=0 (Off) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),0,0,170,255,170,212,191,255,170,Mid,pastel cyan,cool,neutral
43,R=0 (Off) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=255 (Full),0,0,170,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
55,R=0 (Off) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=0 (Off),0,0,255,255,0,127,127,255,170,Mid,blue,cool,cool
56,R=0 (Off) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=85 (Dim),0,0,255,255,85,170,159,255,170,Mid,blue,cool,cool
57,R=0 (Off) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=170 (Mid),0,0,255,255,170,212,191,255,170,Mid,pastel cyan,cool,neutral
58,R=0 (Off) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=255 (Full),0,0,255,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
67,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=0 (Off),0,85,0,170,0,85,170,85,170,Mid,green,cool,cool
68,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),0,85,0,170,85,127,201,85,170,Mid,green,cool,cool
69,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),0,85,0,170,170,170,233,85,170,Mid,yellow-green,warm,warm
70,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=255 (Full),0,85,0,170,255,212,255,85,255,Full,yellow-green,warm,warm
71,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=0 (Off),0,85,0,255,0,127,212,127,170,Mid,green,cool,cool
72,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=85 (Dim),0,85,0,255,85,170,244,127,170,Mid,green,cool,neutral
73,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=170 (Mid),0,85,0,255,170,212,255,127,255,Full,yellow-green,warm,warm
74,R=0 (Off) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=255 (Full),0,85,0,255,255,255,255,127,255,Full,yellow,warm,warm
83,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),0,85,85,170,0,85,170,170,170,Mid,cyan,cool,cool
84,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),0,85,85,170,85,127,201,170,170,Mid,teal,cool,neutral
85,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),0,85,85,170,170,170,233,170,170,Mid,teal,cool,neutral
86,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),0,85,85,170,255,212,255,170,255,Full,green,cool,neutral
87,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=0 (Off),0,85,85,255,0,127,212,212,170,Mid,cyan,cool,cool
88,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),0,85,85,255,85,170,244,212,255,Full,teal,cool,neutral
89,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),0,85,85,255,170,212,255,212,255,Full,pastel teal,cool,neutral
90,R=0 (Off) + G=85 (Dim) + B=85 (Dim) + W=255 (Full) + A=255 (Full),0,85,85,255,255,255,255,212,255,Full,pastel yellow,warm,neutral
99,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),0,85,170,170,0,85,170,255,170,Mid,blue,cool,cool
100,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),0,85,170,170,85,127,201,255,170,Mid,cyan,cool,cool
101,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),0,85,170,170,170,170,233,255,255,Full,cyan,cool,cool
102,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),0,85,170,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
103,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=0 (Off),0,85,170,255,0,127,212,255,170,Mid,cyan,cool,cool
104,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),0,85,170,255,85,170,244,255,255,Full,cyan,cool,cool
105,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),0,85,170,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
106,R=0 (Off) + G=85 (Dim) + B=170 (Mid) + W=255 (Full) + A=255 (Full),0,85,170,255,255,255,255,255,255,Full,white,neutral,neutral
115,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=0 (Off),0,85,255,170,0,85,170,255,170,Mid,blue,cool,cool
116,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),0,85,255,170,85,127,201,255,170,Mid,cyan,cool,cool
117,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),0,85,255,170,170,170,233,255,255,Full,cyan,cool,cool
118,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=170 (Mid) + A=255 (Full),0,85,255,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
119,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=0 (Off),0,85,255,255,0,127,212,255,170,Mid,cyan,cool,cool
120,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=85 (Dim),0,85,255,255,85,170,244,255,255,Full,cyan,cool,cool
121,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=170 (Mid),0,85,255,255,170,212,255,255,255,Full,pastel cyan,cool,neutral
122,R=0 (Off) + G=85 (Dim) + B=255 (Full) + W=255 (Full) + A=255 (Full),0,85,255,255,255,255,255,255,255,Full,white,neutral,neutral
127,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=0 (Off),0,170,0,85,0,42,212,42,170,Mid,green,cool,cool
128,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),0,170,0,85,85,85,244,42,170,Mid,yellow-green,warm,warm
129,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),0,170,0,85,170,127,255,42,170,Mid,yellow-green,warm,very-warm
130,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=85 (Dim) + A=255 (Full),0,170,0,85,255,170,255,42,170,Mid,yellow-green,warm,very-warm
131,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=0 (Off),0,170,0,170,0,85,255,85,170,Mid,green,cool,cool
132,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),0,170,0,170,85,127,255,85,170,Mid,green,cool,cool
133,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),0,170,0,170,170,170,255,85,170,Mid,yellow-green,warm,warm
134,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=170 (Mid) + A=255 (Full),0,170,0,170,255,212,255,85,255,Full,yellow-green,warm,warm
135,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=0 (Off),0,170,0,255,0,127,255,127,170,Mid,green,cool,cool
136,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=85 (Dim),0,170,0,255,85,170,255,127,255,Full,green,cool,neutral
137,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=170 (Mid),0,170,0,255,170,212,255,127,255,Full,yellow-green,warm,warm
138,R=0 (Off) + G=170 (Mid) + B=0 (Off) + W=255 (Full) + A=255 (Full),0,170,0,255,255,255,255,127,255,Full,yellow,warm,warm
143,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),0,170,85,85,0,42,212,127,170,Mid,green,cool,very-cool
144,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),0,170,85,85,85,85,244,127,170,Mid,green,cool,cool
145,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),0,170,85,85,170,127,255,127,170,Mid,green,cool,cool
146,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),0,170,85,85,255,170,255,127,255,Full,green,cool,neutral
147,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),0,170,85,170,0,85,255,170,170,Mid,green,cool,cool
148,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),0,170,85,170,85,127,255,170,170,Mid,green,cool,neutral
149,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),0,170,85,170,170,170,255,170,255,Full,green,cool,neutral
150,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),0,170,85,170,255,212,255,170,255,Full,green,cool,neutral
151,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=0 (Off),0,170,85,255,0,127,255,212,170,Mid,teal,cool,cool
152,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),0,170,85,255,85,170,255,212,255,Full,teal,cool,neutral
153,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),0,170,85,255,170,212,255,212,255,Full,pastel teal,cool,neutral
154,R=0 (Off) + G=170 (Mid) + B=85 (Dim) + W=255 (Full) + A=255 (Full),0,170,85,255,255,255,255,212,255,Full,pastel yellow,warm,neutral
159,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),0,170,170,85,0,42,212,212,170,Mid,cyan,cool,very-cool
160,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),0,170,170,85,85,85,244,212,170,Mid,teal,cool,cool
161,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),0,170,170,85,170,127,255,212,170,Mid,teal,cool,cool
162,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),0,170,170,85,255,170,255,212,255,Full,teal,cool,neutral
163,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),0,170,170,170,0,85,255,255,170,Mid,cyan,cool,cool
164,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),0,170,170,170,85,127,255,255,255,Full,cyan,cool,cool
165,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),0,170,170,170,170,170,255,255,255,Full,cyan,cool,cool
166,R=0 (Off) + G=170 (Mid) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),0,170,170,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
171,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=0 (Off),0,170,255,0,0,0,170,255,170,Mid,blue,cool,very-cool
172,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=85 (Dim),0,170,255,0,85,42,201,255,170,Mid,cyan,cool,very-cool
173,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=170 (Mid),0,170,255,0,170,85,233,255,170,Mid,cyan,cool,cool
174,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=0 (Off) + A=255 (Full),0,170,255,0,255,127,255,255,255,Full,cyan,cool,cool
175,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=0 (Off),0,170,255,85,0,42,212,255,170,Mid,cyan,cool,very-cool
176,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),0,170,255,85,85,85,244,255,170,Mid,cyan,cool,cool
177,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),0,170,255,85,170,127,255,255,255,Full,cyan,cool,cool
178,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=85 (Dim) + A=255 (Full),0,170,255,85,255,170,255,255,255,Full,cyan,cool,cool
179,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=0 (Off),0,170,255,170,0,85,255,255,170,Mid,cyan,cool,cool
180,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),0,170,255,170,85,127,255,255,255,Full,cyan,cool,cool
181,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),0,170,255,170,170,170,255,255,255,Full,cyan,cool,cool
182,R=0 (Off) + G=170 (Mid) + B=255 (Full) + W=170 (Mid) + A=255 (Full),0,170,255,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
187,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=0 (Off),0,255,0,0,0,0,255,0,170,Mid,green,cool,cool
188,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=85 (Dim),0,255,0,0,85,42,255,0,170,Mid,yellow-green,warm,very-warm
189,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=170 (Mid),0,255,0,0,170,85,255,0,170,Mid,yellow-green,warm,very-warm
190,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=0 (Off) + A=255 (Full),0,255,0,0,255,127,255,0,170,Mid,yellow-green,warm,very-warm
191,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=0 (Off),0,255,0,85,0,42,255,42,170,Mid,green,cool,cool
192,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=85 (Dim),0,255,0,85,85,85,255,42,170,Mid,yellow-green,warm,warm
193,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=170 (Mid),0,255,0,85,170,127,255,42,170,Mid,yellow-green,warm,very-warm
194,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=85 (Dim) + A=255 (Full),0,255,0,85,255,170,255,42,170,Mid,yellow-green,warm,very-warm
195,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=0 (Off),0,255,0,170,0,85,255,85,170,Mid,green,cool,cool
196,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),0,255,0,170,85,127,255,85,170,Mid,green,cool,cool
197,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),0,255,0,170,170,170,255,85,170,Mid,yellow-green,warm,warm
198,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=170 (Mid) + A=255 (Full),0,255,0,170,255,212,255,85,255,Full,yellow-green,warm,warm
199,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=255 (Full) + A=0 (Off),0,255,0,255,0,127,255,127,170,Mid,green,cool,cool
200,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=255 (Full) + A=85 (Dim),0,255,0,255,85,170,255,127,255,Full,green,cool,neutral
201,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=255 (Full) + A=170 (Mid),0,255,0,255,170,212,255,127,255,Full,yellow-green,warm,warm
202,R=0 (Off) + G=255 (Full) + B=0 (Off) + W=255 (Full) + A=255 (Full),0,255,0,255,255,255,255,127,255,Full,yellow,warm,warm
203,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=0 (Off),0,255,85,0,0,0,255,85,170,Mid,green,cool,very-cool
204,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=85 (Dim),0,255,85,0,85,42,255,85,170,Mid,green,cool,cool
205,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=170 (Mid),0,255,85,0,170,85,255,85,170,Mid,green,cool,cool
206,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=0 (Off) + A=255 (Full),0,255,85,0,255,127,255,85,170,Mid,green,cool,cool
207,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=0 (Off),0,255,85,85,0,42,255,127,170,Mid,green,cool,very-cool
208,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=85 (Dim),0,255,85,85,85,85,255,127,170,Mid,green,cool,cool
209,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=170 (Mid),0,255,85,85,170,127,255,127,170,Mid,green,cool,cool
210,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=85 (Dim) + A=255 (Full),0,255,85,85,255,170,255,127,255,Full,green,cool,neutral
211,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=170 (Mid) + A=0 (Off),0,255,85,170,0,85,255,170,170,Mid,green,cool,cool
212,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=170 (Mid) + A=85 (Dim),0,255,85,170,85,127,255,170,170,Mid,green,cool,neutral
213,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=170 (Mid) + A=170 (Mid),0,255,85,170,170,170,255,170,255,Full,green,cool,neutral
214,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=170 (Mid) + A=255 (Full),0,255,85,170,255,212,255,170,255,Full,green,cool,neutral
215,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=255 (Full) + A=0 (Off),0,255,85,255,0,127,255,212,170,Mid,teal,cool,cool
216,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),0,255,85,255,85,170,255,212,255,Full,teal,cool,neutral
217,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),0,255,85,255,170,212,255,212,255,Full,pastel teal,cool,neutral
218,R=0 (Off) + G=255 (Full) + B=85 (Dim) + W=255 (Full) + A=255 (Full),0,255,85,255,255,255,255,212,255,Full,pastel yellow,warm,neutral
219,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=0 (Off),0,255,170,0,0,0,255,170,170,Mid,green,cool,very-cool
220,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=85 (Dim),0,255,170,0,85,42,255,170,170,Mid,green,cool,very-cool
221,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=170 (Mid),0,255,170,0,170,85,255,170,170,Mid,green,cool,cool
222,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=0 (Off) + A=255 (Full),0,255,170,0,255,127,255,170,170,Mid,green,cool,neutral
223,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=0 (Off),0,255,170,85,0,42,255,212,170,Mid,teal,cool,very-cool
224,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=85 (Dim),0,255,170,85,85,85,255,212,170,Mid,teal,cool,cool
225,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=170 (Mid),0,255,170,85,170,127,255,212,170,Mid,teal,cool,cool
226,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=85 (Dim) + A=255 (Full),0,255,170,85,255,170,255,212,255,Full,teal,cool,neutral
227,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),0,255,170,170,0,85,255,255,170,Mid,cyan,cool,cool
228,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),0,255,170,170,85,127,255,255,255,Full,cyan,cool,cool
229,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),0,255,170,170,170,170,255,255,255,Full,cyan,cool,cool
230,R=0 (Off) + G=255 (Full) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),0,255,170,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
235,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=0 (Off),0,255,255,0,0,0,255,255,170,Mid,cyan,cool,very-cool
236,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=85 (Dim),0,255,255,0,85,42,255,255,170,Mid,cyan,cool,very-cool
237,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=170 (Mid),0,255,255,0,170,85,255,255,170,Mid,cyan,cool,cool
238,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=0 (Off) + A=255 (Full),0,255,255,0,255,127,255,255,255,Full,cyan,cool,cool
239,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=85 (Dim) + A=0 (Off),0,255,255,85,0,42,255,255,170,Mid,cyan,cool,very-cool
240,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=85 (Dim) + A=85 (Dim),0,255,255,85,85,85,255,255,170,Mid,cyan,cool,cool
241,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=85 (Dim) + A=170 (Mid),0,255,255,85,170,127,255,255,255,Full,cyan,cool,cool
242,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=85 (Dim) + A=255 (Full),0,255,255,85,255,170,255,255,255,Full,cyan,cool,cool
243,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=170 (Mid) + A=0 (Off),0,255,255,170,0,85,255,255,170,Mid,cyan,cool,cool
244,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),0,255,255,170,85,127,255,255,255,Full,cyan,cool,cool
245,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),0,255,255,170,170,170,255,255,255,Full,cyan,cool,cool
246,R=0 (Off) + G=255 (Full) + B=255 (Full) + W=170 (Mid) + A=255 (Full),0,255,255,170,255,212,255,255,255,Full,pastel cyan,cool,neutral
262,R=85 (Dim) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=0 (Off),85,0,0,255,0,212,127,127,170,Mid,red,warm,warm
263,R=85 (Dim) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=85 (Dim),85,0,0,255,85,255,159,127,170,Mid,red,warm,warm
264,R=85 (Dim) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=170 (Mid),85,0,0,255,170,255,191,127,170,Mid,orange,warm,warm
265,R=85 (Dim) + G=0 (Off) + B=0 (Off) + W=255 (Full) + A=255 (Full),85,0,0,255,255,255,223,127,255,Full,orange,warm,warm
277,R=85 (Dim) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=0 (Off),85,0,85,255,0,212,127,212,170,Mid,magenta,cool,neutral
278,R=85 (Dim) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=85 (Dim),85,0,85,255,85,255,159,212,170,Mid,magenta,cool,neutral
279,R=85 (Dim) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=170 (Mid),85,0,85,255,170,255,191,212,255,Full,pastel magenta,cool,neutral
280,R=85 (Dim) + G=0 (Off) + B=85 (Dim) + W=255 (Full) + A=255 (Full),85,0,85,255,255,255,223,212,255,Full,pastel magenta,cool,neutral
289,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=0 (Off),85,0,170,170,0,170,85,255,170,Mid,purple,cool,cool
290,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=85 (Dim),85,0,170,170,85,212,116,255,170,Mid,purple,cool,neutral
291,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=170 (Mid),85,0,170,170,170,255,148,255,170,Mid,magenta,cool,neutral
292,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=170 (Mid) + A=255 (Full),85,0,170,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
293,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=0 (Off),85,0,170,255,0,212,127,255,170,Mid,purple,cool,neutral
294,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=85 (Dim),85,0,170,255,85,255,159,255,170,Mid,magenta,cool,neutral
295,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=170 (Mid),85,0,170,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
296,R=85 (Dim) + G=0 (Off) + B=170 (Mid) + W=255 (Full) + A=255 (Full),85,0,170,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
305,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=0 (Off),85,0,255,170,0,170,85,255,170,Mid,purple,cool,cool
306,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=85 (Dim),85,0,255,170,85,212,116,255,170,Mid,purple,cool,neutral
307,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=170 (Mid),85,0,255,170,170,255,148,255,170,Mid,magenta,cool,neutral
308,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=170 (Mid) + A=255 (Full),85,0,255,170,255,255,180,255,170,Mid,pastel magenta,cool,neutral
309,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=0 (Off),85,0,255,255,0,212,127,255,170,Mid,purple,cool,neutral
310,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=85 (Dim),85,0,255,255,85,255,159,255,170,Mid,magenta,cool,neutral
311,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=170 (Mid),85,0,255,255,170,255,191,255,255,Full,pastel magenta,cool,neutral
312,R=85 (Dim) + G=0 (Off) + B=255 (Full) + W=255 (Full) + A=255 (Full),85,0,255,255,255,255,223,255,255,Full,pastel magenta,cool,neutral
321,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=0 (Off),85,85,0,170,0,170,170,85,170,Mid,yellow,warm,warm
322,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=85 (Dim),85,85,0,170,85,212,201,85,170,Mid,orange,warm,warm
323,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=170 (Mid),85,85,0,170,170,255,233,85,255,Full,orange,warm,warm
324,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=170 (Mid) + A=255 (Full),85,85,0,170,255,255,255,85,255,Full,yellow,warm,warm
325,R=85 (Dim) + G=85 (Dim) + B=0 (Off) + W=255 (Full) + A=0 (Off),85,85,0,255,0,212,212,127,170,Mid,yellow,warm,warm
